# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1566339	bitcoin	1	6109	0	63	7.0	74100	12544	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Is L-BTC a shitcoin?
1566096	bitcoin	1	3317	0	57	10.9	74100	12544	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Liquid hacker: "You shall pay for your dereliction of duty"
1566607	bitcoin	1	2672	0	1	3.3	1565925	4	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Bitcoin Core 31.1 released
1566740	AskSN	2	2395	0	4	0.5	1532836	431	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	FRESH,HOT,SIGNAL	Phishing attack underway targeting @BitBoxSwiss and @Trezor customers via email.
1566168	bitcoin	1	2188	0	2	9.9	303620	6370	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	HOT,SIGNAL	Cornell Bitcoin Adoption Index — 2026 Edition
1566271	meta	1	1888	0	30	8.2	934367	1019	recent@meta|top@meta	HOT,SIGNAL	who tf spent almost half a million sats in downzapping yesterday?
1566160	lightning	1	1360	0	1	10.1	440729	255	recent@lightning|top@lightning	HOT,SIGNAL	Biggest Channel Opened Today (7.5 BTC) + New Node Spotlight (0340d4aaf922c38ac…)
1566452	AI	1	1147	0	28	5.3	48657	15142	recent@AI|top@AI	HOT,SIGNAL	Anthropic Researcher Quits Over ‘Out-of-Control’ AI Fears
1566474	tech	1	1101	0	3	4.9	402772	22338	recent@tech|top@tech	HOT,SIGNAL	Apple Debuts the iPhone Duo, Its First Folding iPhone
1566261	meta	1	854	0	11	8.3	36151	1626	recent@meta|top@meta	SIGNAL	What are you working on this week?
1566517	news	2	851	0	3	4.4	74100	12544	recent@bitcoin|top@bitcoin	SIGNAL	Liquid Network update - new release as of 9 Sept 2026 1330 UTC
1566287	events	3	689	0	1	7.9	133958	193	recent@bitcoin|top@bitcoin	SIGNAL	Hackalajara 2.0: PlebLab Startup Day Guadalajara Recap - Bitcoin News
1566564	news	2	674	0	0	3.8	297791	7707	recent@tech|top@tech	SIGNAL	Starlink Quietly Debuts Router 4, Confirms It Features Wi-Fi 7
1566660	meta	1	670	0	3	2.3	1566660	2	recent@bitcoin|top@bitcoin|recent@meta	SIGNAL	The rewards pot is hot: 618,087 sats
1566548	AI	1	670	0	1	4.0	12309	3661	recent@AI|top@AI	SIGNAL	Scenarios for our Economic Future
1566407	lightning	1	631	0	2	6.2	440729	255	recent@lightning|top@lightning	SIGNAL	Biggest Channel Opened Today (5.0 BTC) + New Node Spotlight (03eedd67ac9b4762c…)
1566680	AI	1	490	0	1	1.7	227606	2534	recent@bitcoin|top@bitcoin|recent@lightning	FRESH,SIGNAL	For a good time...
1566227	AI	1	308	0	0	9.0	280679	23209	recent@AI|top@AI	SIGNAL	Data Center Dividends
1566658	security	1	288	0	0	2.3	280679	23209	recent@bitcoin|top@bitcoin|recent@lightning	SIGNAL	Phishing Alert: Do Not Act on Unsolicited Liquid or Blockstream Messages
1566201	bitcoin	1	278	0	0	9.5	296825	5303	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	Block Files OCC Charter for Builders Bank, a Purpose-Built Bitcoin Custody Trust
1566595	lightning	1	264	0	0	3.4	1565923	4	recent@lightning|top@lightning	SIGNAL	lnd v0.20.3-beta.rc1
1566599	the_stacker_muse	3	239	0	1	3.4	296825	5303	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning	SIGNAL	Somebody paid 80 cents to write eight words into the Timechain
1566333	bitcoin	1	206	0	0	7.2	1547920	9	recent@lightning|top@lightning	SIGNAL	Sovran_SystemsOS v1.1.5 is now Live!
1566335	bitcoin	1	201	0	0	7.1	296825	5303	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitdevs	SIGNAL	Cashu is looking for a cracked rust dev to work with the team on cashu
1566696	lightning	1	170	0	29	1.3	273359	990	recent@lightning|top@lightning	FRESH,SIGNAL	Justin Shocknet caught trying to drain Lightning wallets
1566642	AI	1	168	0	2	2.6	297791	7707	recent@AI|top@AI	SIGNAL	Meta Stock Jumps As Tech Giant Touts Early Interest In Muse AI Agent
1566179	AI	1	142	0	0	9.8	296825	5303	recent@AI|top@AI	SIGNAL	OpenAI Says It Has Solved a Millennium Prize Problem—a Holy Grail of Math
1566134	AI	1	125	0	0	10.3	1490792	475	recent@AI|top@AI	SIGNAL	US claims Chinese AI companies’ core AI strategy is distilling American models
1566112	bitcoin	1	123	0	1	10.5	1490792	475	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Block seeks OCC charter for Bitcoin custody
1565359	bitcoin	1	6316	0	11	31.1	30782	25686	recent@bitcoin	HOT	Review - "What You Need To Know About Bitcoins" (First Bitcoin Book?)
1565565	AI	1	3780	0	14	27.3	12309	3661	recent@AI	HOT	You should care about the AI math breakthrough drama even if you're not a nerd
1565349	AskSN	2	3777	0	30	31.2	1242375	234	recent@bitcoin	HOT	Would you accept a payment with an input from a stolen utxo?
1565350	bitcoin	1	3443	0	3	31.2	724606	12673	recent@bitcoin	HOT	Bitcoin Reframed: Freedom is the Overlooked Promise (WSJ PaidProgram, Gladstein)
1565535	AI	1	2477	0	9	28.4	4078	5466	recent@AI	HOT	On the Navier–Stokes Millennium Prize Problem
1565270	bitcoin	1	2476	0	2	32.7	19732	168	recent@bitcoin	HOT	NEW TUTORIAL: Frostsnap - An easier way to do multisig
1565276	AI	1	2324	0	3	32.5	724606	12673	recent@AI	HOT	AI Raises the Value of What It Can’t Replicate (TDE, Kimberlee Josephson)
1565577	bitcoin	1	2305	0	19	27.2	74100	12544	recent@bitcoin	HOT	LIQUID NETWORK UPDATE: INCIDENT REPORT
1565990	bitcoin	1	2140	0	24	13.5	303620	6370	recent@bitcoin|top@bitcoin|recent@lightning	HOT	Albyhub Update ASAP!!!
1565382	AI	1	1941	0	0	30.9	328486	5019	recent@AI	HOT	Update on using GrokBot - Success with Telegram
1565564	bitcoin	1	1648	0	1	27.4	74100	12544	recent@bitcoin	HOT	babiloniav2 - AdamISZ
1565132	bitcoin	1	1504	0	0	35.0	24585	372	recent@bitcoin|recent@lightning	HOT	BTCPay Server 2.4.4: Security Update | BTCPay Server Blog
1565605	lol	2	1349	0	4	26.2	879734	9423	recent@AI	HOT	Capture your niche, LLMs
1565856	math	2	1168	0	5	19.0	74100	12544	recent@bitcoin|top@bitcoin	HOT,SELF_POST_OPP	Computing 256-bit ECC DLs in 26 days with a quantum computer with 20,000 qubits
1565439	lightning	1	969	0	2	30.2	440729	255	recent@lightning		Biggest Channel Opened Today (2.0 BTC) + New Node Spotlight (033daaa35184535cc…)
1566008	AI	1	880	0	11	13.1	4078	5466	recent@AI|top@AI		Opusfived
1565181	lightning	1	855	0	2	34.1	440729	255	recent@lightning		Biggest Channel Opened Today (2.1 BTC) + New Node Spotlight (03ad348eaba5fa07c…)
1565819	bitcoin_beginners	1	719	0	2	20.1	375108	331	recent@bitcoin_beginners|top@bitcoin_beginners		On-chain zaps. (And isn't Lightning for that?)
1565933	news	2	692	0	2	15.8	297791	7707	recent@bitcoin|top@bitcoin		Iran turns to crypto to get around sanctions
1565303	tech	1	647	0	0	32.0	280679	23209	recent@tech		EV batteries last longer than drivers feared
1565172	AskSN	2	551	0	13	34.3	1054143	1220	recent@bitcoin	SELF_POST_OPP	What Would You Do If Bitcoin Become Your Everyday Money?
1565589	AI	1	473	0	0	27.0	12309	3661	recent@AI		How a tiny Anthropic team became a surprisingly productive hit factory
1565518	lightning	1	447	0	6	28.8	593339	20	recent@lightning		Phoenix wallet channel closed
1565714	tech	1	413	0	1	23.2	161788	10385	recent@tech|top@tech		Muse – Meta’s personal AI agent
1565965	AI	1	385	0	4	14.6	402772	22338	recent@AI|top@AI		Former OpenAI & Anthropic Researcher: “Neither Company Is Acting Responsibly”
1565697	AI	1	359	0	3	23.7	1208996	497	recent@AI|top@AI		🌎 UNITED STATES VS. EUROPE: Two Paths to the FUTURE OF AI
1565881	bitcoin	1	350	0	1	17.3	263526	676	recent@bitcoin|top@bitcoin|recent@lightning		Post-quantum rescue protocols for Bitcoin
1565984	AI	1	317	0	3	13.6	280679	23209	recent@AI|top@AI		The Shared Clipboard Inside the Sandbox: Cross-Account Data Leakage in ChatGPT
1565334	meta	1	251	0	3	31.5	934367	1019	recent@meta		equal rights for bots
